// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Sources\Projects\TestSolution\bin\Release\netcoreapp3.1\5cf6154c-c74d-4bc0-a51a-2d814a6f2fb3
// command took 4,68s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Sources\Projects\TestSolution\bin\Release\netcoreapp3.1\5cf6154c-c74d-4bc0-a51a-2d814a6f2fb3
// command took 7,77s and exited with 0
// ***** Done, took 00:00:13 (13.76 sec)   *****
// Found 3 benchmarks:
//   BenchmarkClass.SampleMethodSortedList: DefaultJob
//   BenchmarkClass.SampleMethodDictionary: DefaultJob
//   BenchmarkClass.SampleMethodHashset: DefaultJob

// **************************
// Benchmark: BenchmarkClass.SampleMethodSortedList: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "5cf6154c-c74d-4bc0-a51a-2d814a6f2fb3.dll" --benchmarkName "TestSolution.BenchmarkClass.SampleMethodSortedList" --job "Default" --benchmarkId 0 in C:\Sources\Projects\TestSolution\bin\Release\netcoreapp3.1\5cf6154c-c74d-4bc0-a51a-2d814a6f2fb3\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadWarmup   4: 262144 op, 1593300.00 ns, 6.0780 ns/op
OverheadWarmup   5: 262144 op, 1283400.00 ns, 4.8958 ns/op
OverheadWarmup   6: 262144 op, 1192900.00 ns, 4.5506 ns/op
OverheadWarmup   7: 262144 op, 1576500.00 ns, 6.0139 ns/op
OverheadWarmup   8: 262144 op, 1733800.00 ns, 6.6139 ns/op
OverheadWarmup   9: 262144 op, 1563800.00 ns, 5.9654 ns/op

OverheadActual   1: 262144 op, 1624300.00 ns, 6.1962 ns/op
OverheadActual   2: 262144 op, 1185700.00 ns, 4.5231 ns/op
OverheadActual   3: 262144 op, 1137000.00 ns, 4.3373 ns/op
OverheadActual   4: 262144 op, 1120300.00 ns, 4.2736 ns/op
OverheadActual   5: 262144 op, 1398800.00 ns, 5.3360 ns/op
OverheadActual   6: 262144 op, 1617300.00 ns, 6.1695 ns/op
OverheadActual   7: 262144 op, 1575900.00 ns, 6.0116 ns/op
OverheadActual   8: 262144 op, 1413200.00 ns, 5.3909 ns/op
OverheadActual   9: 262144 op, 1559300.00 ns, 5.9483 ns/op
OverheadActual  10: 262144 op, 1622300.00 ns, 6.1886 ns/op
OverheadActual  11: 262144 op, 1457000.00 ns, 5.5580 ns/op
OverheadActual  12: 262144 op, 2021900.00 ns, 7.7129 ns/op
OverheadActual  13: 262144 op, 1385300.00 ns, 5.2845 ns/op
OverheadActual  14: 262144 op, 1271400.00 ns, 4.8500 ns/op
OverheadActual  15: 262144 op, 1222200.00 ns, 4.6623 ns/op
OverheadActual  16: 262144 op, 1407500.00 ns, 5.3692 ns/op
OverheadActual  17: 262144 op, 1359800.00 ns, 5.1872 ns/op
OverheadActual  18: 262144 op, 1559600.00 ns, 5.9494 ns/op
OverheadActual  19: 262144 op, 1416600.00 ns, 5.4039 ns/op
OverheadActual  20: 262144 op, 1114200.00 ns, 4.2503 ns/op

WorkloadWarmup   1: 262144 op, 899802400.00 ns, 3.4325 us/op
WorkloadWarmup   2: 262144 op, 883096100.00 ns, 3.3687 us/op
WorkloadWarmup   3: 262144 op, 1273021800.00 ns, 4.8562 us/op
WorkloadWarmup   4: 262144 op, 980138900.00 ns, 3.7389 us/op
WorkloadWarmup   5: 262144 op, 903805100.00 ns, 3.4477 us/op
WorkloadWarmup   6: 262144 op, 962481800.00 ns, 3.6716 us/op
WorkloadWarmup   7: 262144 op, 926914900.00 ns, 3.5359 us/op

// BeforeActualRun
WorkloadActual   1: 262144 op, 979526300.00 ns, 3.7366 us/op
WorkloadActual   2: 262144 op, 1213114300.00 ns, 4.6277 us/op
WorkloadActual   3: 262144 op, 966337100.00 ns, 3.6863 us/op
WorkloadActual   4: 262144 op, 914707800.00 ns, 3.4893 us/op
WorkloadActual   5: 262144 op, 1092761400.00 ns, 4.1686 us/op
WorkloadActual   6: 262144 op, 1013776800.00 ns, 3.8673 us/op
WorkloadActual   7: 262144 op, 1145463500.00 ns, 4.3696 us/op
WorkloadActual   8: 262144 op, 1271752100.00 ns, 4.8513 us/op
WorkloadActual   9: 262144 op, 1007064500.00 ns, 3.8416 us/op
WorkloadActual  10: 262144 op, 991845000.00 ns, 3.7836 us/op
WorkloadActual  11: 262144 op, 952119100.00 ns, 3.6320 us/op
WorkloadActual  12: 262144 op, 960698900.00 ns, 3.6648 us/op
WorkloadActual  13: 262144 op, 970470400.00 ns, 3.7021 us/op
WorkloadActual  14: 262144 op, 1047454100.00 ns, 3.9957 us/op
WorkloadActual  15: 262144 op, 994159000.00 ns, 3.7924 us/op
WorkloadActual  16: 262144 op, 1355869500.00 ns, 5.1722 us/op
WorkloadActual  17: 262144 op, 954107500.00 ns, 3.6396 us/op
WorkloadActual  18: 262144 op, 876669100.00 ns, 3.3442 us/op
WorkloadActual  19: 262144 op, 888589500.00 ns, 3.3897 us/op
WorkloadActual  20: 262144 op, 908546600.00 ns, 3.4658 us/op
WorkloadActual  21: 262144 op, 870948900.00 ns, 3.3224 us/op
WorkloadActual  22: 262144 op, 932143000.00 ns, 3.5558 us/op
WorkloadActual  23: 262144 op, 873756700.00 ns, 3.3331 us/op
WorkloadActual  24: 262144 op, 876307900.00 ns, 3.3428 us/op
WorkloadActual  25: 262144 op, 890915200.00 ns, 3.3986 us/op
WorkloadActual  26: 262144 op, 972865600.00 ns, 3.7112 us/op
WorkloadActual  27: 262144 op, 916731900.00 ns, 3.4971 us/op
WorkloadActual  28: 262144 op, 968815800.00 ns, 3.6957 us/op
WorkloadActual  29: 262144 op, 915196400.00 ns, 3.4912 us/op
WorkloadActual  30: 262144 op, 921834300.00 ns, 3.5165 us/op
WorkloadActual  31: 262144 op, 981483400.00 ns, 3.7441 us/op
WorkloadActual  32: 262144 op, 888869900.00 ns, 3.3908 us/op
WorkloadActual  33: 262144 op, 916415900.00 ns, 3.4958 us/op
WorkloadActual  34: 262144 op, 1078816400.00 ns, 4.1154 us/op
WorkloadActual  35: 262144 op, 977125000.00 ns, 3.7274 us/op
WorkloadActual  36: 262144 op, 894178800.00 ns, 3.4110 us/op
WorkloadActual  37: 262144 op, 881334400.00 ns, 3.3620 us/op
WorkloadActual  38: 262144 op, 913415100.00 ns, 3.4844 us/op
WorkloadActual  39: 262144 op, 923680100.00 ns, 3.5236 us/op
WorkloadActual  40: 262144 op, 864304300.00 ns, 3.2971 us/op
WorkloadActual  41: 262144 op, 902367600.00 ns, 3.4423 us/op
WorkloadActual  42: 262144 op, 832072700.00 ns, 3.1741 us/op
WorkloadActual  43: 262144 op, 878189300.00 ns, 3.3500 us/op
WorkloadActual  44: 262144 op, 917955900.00 ns, 3.5017 us/op
WorkloadActual  45: 262144 op, 879121000.00 ns, 3.3536 us/op
WorkloadActual  46: 262144 op, 844645500.00 ns, 3.2221 us/op
WorkloadActual  47: 262144 op, 969067700.00 ns, 3.6967 us/op
WorkloadActual  48: 262144 op, 939121800.00 ns, 3.5825 us/op
WorkloadActual  49: 262144 op, 951143800.00 ns, 3.6283 us/op
WorkloadActual  50: 262144 op, 869385500.00 ns, 3.3164 us/op
WorkloadActual  51: 262144 op, 865629900.00 ns, 3.3021 us/op
WorkloadActual  52: 262144 op, 928030500.00 ns, 3.5402 us/op
WorkloadActual  53: 262144 op, 935382700.00 ns, 3.5682 us/op
WorkloadActual  54: 262144 op, 940890900.00 ns, 3.5892 us/op
WorkloadActual  55: 262144 op, 869694800.00 ns, 3.3176 us/op
WorkloadActual  56: 262144 op, 1298603600.00 ns, 4.9538 us/op
WorkloadActual  57: 262144 op, 861076500.00 ns, 3.2847 us/op
WorkloadActual  58: 262144 op, 874768200.00 ns, 3.3370 us/op
WorkloadActual  59: 262144 op, 866695200.00 ns, 3.3062 us/op
WorkloadActual  60: 262144 op, 852293200.00 ns, 3.2512 us/op
WorkloadActual  61: 262144 op, 948467900.00 ns, 3.6181 us/op
WorkloadActual  62: 262144 op, 893477700.00 ns, 3.4083 us/op
WorkloadActual  63: 262144 op, 904104300.00 ns, 3.4489 us/op
WorkloadActual  64: 262144 op, 970165800.00 ns, 3.7009 us/op
WorkloadActual  65: 262144 op, 1068110200.00 ns, 4.0745 us/op
WorkloadActual  66: 262144 op, 898182100.00 ns, 3.4263 us/op
WorkloadActual  67: 262144 op, 914355200.00 ns, 3.4880 us/op
WorkloadActual  68: 262144 op, 965641900.00 ns, 3.6836 us/op
WorkloadActual  69: 262144 op, 1045924100.00 ns, 3.9899 us/op
WorkloadActual  70: 262144 op, 919291200.00 ns, 3.5068 us/op
WorkloadActual  71: 262144 op, 894634500.00 ns, 3.4128 us/op
WorkloadActual  72: 262144 op, 882154300.00 ns, 3.3652 us/op
WorkloadActual  73: 262144 op, 898532100.00 ns, 3.4276 us/op
WorkloadActual  74: 262144 op, 923152800.00 ns, 3.5215 us/op
WorkloadActual  75: 262144 op, 922332500.00 ns, 3.5184 us/op
WorkloadActual  76: 262144 op, 862326900.00 ns, 3.2895 us/op
WorkloadActual  77: 262144 op, 894642000.00 ns, 3.4128 us/op
WorkloadActual  78: 262144 op, 974261200.00 ns, 3.7165 us/op
WorkloadActual  79: 262144 op, 1102270300.00 ns, 4.2048 us/op
WorkloadActual  80: 262144 op, 1315087300.00 ns, 5.0167 us/op
WorkloadActual  81: 262144 op, 901189500.00 ns, 3.4378 us/op
WorkloadActual  82: 262144 op, 857670200.00 ns, 3.2718 us/op
WorkloadActual  83: 262144 op, 851262400.00 ns, 3.2473 us/op
WorkloadActual  84: 262144 op, 856872200.00 ns, 3.2687 us/op
WorkloadActual  85: 262144 op, 836840100.00 ns, 3.1923 us/op
WorkloadActual  86: 262144 op, 864264300.00 ns, 3.2969 us/op
WorkloadActual  87: 262144 op, 842329100.00 ns, 3.2132 us/op
WorkloadActual  88: 262144 op, 838899600.00 ns, 3.2001 us/op
WorkloadActual  89: 262144 op, 853703700.00 ns, 3.2566 us/op
WorkloadActual  90: 262144 op, 861751000.00 ns, 3.2873 us/op
WorkloadActual  91: 262144 op, 853274200.00 ns, 3.2550 us/op
WorkloadActual  92: 262144 op, 1007139500.00 ns, 3.8419 us/op
WorkloadActual  93: 262144 op, 867449700.00 ns, 3.3091 us/op
WorkloadActual  94: 262144 op, 876227600.00 ns, 3.3425 us/op
WorkloadActual  95: 262144 op, 931396000.00 ns, 3.5530 us/op
WorkloadActual  96: 262144 op, 898162600.00 ns, 3.4262 us/op
WorkloadActual  97: 262144 op, 975458600.00 ns, 3.7211 us/op
WorkloadActual  98: 262144 op, 948000600.00 ns, 3.6163 us/op
WorkloadActual  99: 262144 op, 863946200.00 ns, 3.2957 us/op
WorkloadActual  100: 262144 op, 901449100.00 ns, 3.4388 us/op

// AfterActualRun
WorkloadResult   1: 262144 op, 978115950.00 ns, 3.7312 us/op
WorkloadResult   2: 262144 op, 964926750.00 ns, 3.6809 us/op
WorkloadResult   3: 262144 op, 913297450.00 ns, 3.4840 us/op
WorkloadResult   4: 262144 op, 1091351050.00 ns, 4.1632 us/op
WorkloadResult   5: 262144 op, 1012366450.00 ns, 3.8619 us/op
WorkloadResult   6: 262144 op, 1005654150.00 ns, 3.8363 us/op
WorkloadResult   7: 262144 op, 990434650.00 ns, 3.7782 us/op
WorkloadResult   8: 262144 op, 950708750.00 ns, 3.6267 us/op
WorkloadResult   9: 262144 op, 959288550.00 ns, 3.6594 us/op
WorkloadResult  10: 262144 op, 969060050.00 ns, 3.6967 us/op
WorkloadResult  11: 262144 op, 1046043750.00 ns, 3.9903 us/op
WorkloadResult  12: 262144 op, 992748650.00 ns, 3.7870 us/op
WorkloadResult  13: 262144 op, 952697150.00 ns, 3.6343 us/op
WorkloadResult  14: 262144 op, 875258750.00 ns, 3.3388 us/op
WorkloadResult  15: 262144 op, 887179150.00 ns, 3.3843 us/op
WorkloadResult  16: 262144 op, 907136250.00 ns, 3.4605 us/op
WorkloadResult  17: 262144 op, 869538550.00 ns, 3.3170 us/op
WorkloadResult  18: 262144 op, 930732650.00 ns, 3.5505 us/op
WorkloadResult  19: 262144 op, 872346350.00 ns, 3.3277 us/op
WorkloadResult  20: 262144 op, 874897550.00 ns, 3.3375 us/op
WorkloadResult  21: 262144 op, 889504850.00 ns, 3.3932 us/op
WorkloadResult  22: 262144 op, 971455250.00 ns, 3.7058 us/op
WorkloadResult  23: 262144 op, 915321550.00 ns, 3.4917 us/op
WorkloadResult  24: 262144 op, 967405450.00 ns, 3.6904 us/op
WorkloadResult  25: 262144 op, 913786050.00 ns, 3.4858 us/op
WorkloadResult  26: 262144 op, 920423950.00 ns, 3.5111 us/op
WorkloadResult  27: 262144 op, 980073050.00 ns, 3.7387 us/op
WorkloadResult  28: 262144 op, 887459550.00 ns, 3.3854 us/op
WorkloadResult  29: 262144 op, 915005550.00 ns, 3.4905 us/op
WorkloadResult  30: 262144 op, 1077406050.00 ns, 4.1100 us/op
WorkloadResult  31: 262144 op, 975714650.00 ns, 3.7221 us/op
WorkloadResult  32: 262144 op, 892768450.00 ns, 3.4056 us/op
WorkloadResult  33: 262144 op, 879924050.00 ns, 3.3566 us/op
WorkloadResult  34: 262144 op, 912004750.00 ns, 3.4790 us/op
WorkloadResult  35: 262144 op, 922269750.00 ns, 3.5182 us/op
WorkloadResult  36: 262144 op, 862893950.00 ns, 3.2917 us/op
WorkloadResult  37: 262144 op, 900957250.00 ns, 3.4369 us/op
WorkloadResult  38: 262144 op, 830662350.00 ns, 3.1687 us/op
WorkloadResult  39: 262144 op, 876778950.00 ns, 3.3446 us/op
WorkloadResult  40: 262144 op, 916545550.00 ns, 3.4963 us/op
WorkloadResult  41: 262144 op, 877710650.00 ns, 3.3482 us/op
WorkloadResult  42: 262144 op, 843235150.00 ns, 3.2167 us/op
WorkloadResult  43: 262144 op, 967657350.00 ns, 3.6913 us/op
WorkloadResult  44: 262144 op, 937711450.00 ns, 3.5771 us/op
WorkloadResult  45: 262144 op, 949733450.00 ns, 3.6229 us/op
WorkloadResult  46: 262144 op, 867975150.00 ns, 3.3111 us/op
WorkloadResult  47: 262144 op, 864219550.00 ns, 3.2967 us/op
WorkloadResult  48: 262144 op, 926620150.00 ns, 3.5348 us/op
WorkloadResult  49: 262144 op, 933972350.00 ns, 3.5628 us/op
WorkloadResult  50: 262144 op, 939480550.00 ns, 3.5838 us/op
WorkloadResult  51: 262144 op, 868284450.00 ns, 3.3122 us/op
WorkloadResult  52: 262144 op, 859666150.00 ns, 3.2794 us/op
WorkloadResult  53: 262144 op, 873357850.00 ns, 3.3316 us/op
WorkloadResult  54: 262144 op, 865284850.00 ns, 3.3008 us/op
WorkloadResult  55: 262144 op, 850882850.00 ns, 3.2459 us/op
WorkloadResult  56: 262144 op, 947057550.00 ns, 3.6127 us/op
WorkloadResult  57: 262144 op, 892067350.00 ns, 3.4030 us/op
WorkloadResult  58: 262144 op, 902693950.00 ns, 3.4435 us/op
WorkloadResult  59: 262144 op, 968755450.00 ns, 3.6955 us/op
WorkloadResult  60: 262144 op, 1066699850.00 ns, 4.0691 us/op
WorkloadResult  61: 262144 op, 896771750.00 ns, 3.4209 us/op
WorkloadResult  62: 262144 op, 912944850.00 ns, 3.4826 us/op
WorkloadResult  63: 262144 op, 964231550.00 ns, 3.6783 us/op
WorkloadResult  64: 262144 op, 1044513750.00 ns, 3.9845 us/op
WorkloadResult  65: 262144 op, 917880850.00 ns, 3.5014 us/op
WorkloadResult  66: 262144 op, 893224150.00 ns, 3.4074 us/op
WorkloadResult  67: 262144 op, 880743950.00 ns, 3.3598 us/op
WorkloadResult  68: 262144 op, 897121750.00 ns, 3.4222 us/op
WorkloadResult  69: 262144 op, 921742450.00 ns, 3.5162 us/op
WorkloadResult  70: 262144 op, 920922150.00 ns, 3.5130 us/op
WorkloadResult  71: 262144 op, 860916550.00 ns, 3.2841 us/op
WorkloadResult  72: 262144 op, 893231650.00 ns, 3.4074 us/op
WorkloadResult  73: 262144 op, 972850850.00 ns, 3.7111 us/op
WorkloadResult  74: 262144 op, 1100859950.00 ns, 4.1994 us/op
WorkloadResult  75: 262144 op, 899779150.00 ns, 3.4324 us/op
WorkloadResult  76: 262144 op, 856259850.00 ns, 3.2664 us/op
WorkloadResult  77: 262144 op, 849852050.00 ns, 3.2419 us/op
WorkloadResult  78: 262144 op, 855461850.00 ns, 3.2633 us/op
WorkloadResult  79: 262144 op, 835429750.00 ns, 3.1869 us/op
WorkloadResult  80: 262144 op, 862853950.00 ns, 3.2915 us/op
WorkloadResult  81: 262144 op, 840918750.00 ns, 3.2079 us/op
WorkloadResult  82: 262144 op, 837489250.00 ns, 3.1948 us/op
WorkloadResult  83: 262144 op, 852293350.00 ns, 3.2512 us/op
WorkloadResult  84: 262144 op, 860340650.00 ns, 3.2819 us/op
WorkloadResult  85: 262144 op, 851863850.00 ns, 3.2496 us/op
WorkloadResult  86: 262144 op, 1005729150.00 ns, 3.8366 us/op
WorkloadResult  87: 262144 op, 866039350.00 ns, 3.3037 us/op
WorkloadResult  88: 262144 op, 874817250.00 ns, 3.3372 us/op
WorkloadResult  89: 262144 op, 929985650.00 ns, 3.5476 us/op
WorkloadResult  90: 262144 op, 896752250.00 ns, 3.4208 us/op
WorkloadResult  91: 262144 op, 974048250.00 ns, 3.7157 us/op
WorkloadResult  92: 262144 op, 946590250.00 ns, 3.6110 us/op
WorkloadResult  93: 262144 op, 862535850.00 ns, 3.2903 us/op
WorkloadResult  94: 262144 op, 900038750.00 ns, 3.4334 us/op
GC:  201 0 0 316669952 262144
Threading:  2 0 262144

// AfterAll
// Benchmark Process 15684 has exited with code 0

Mean = 3.506 μs, StdErr = 0.024 μs (0.68%), N = 94, StdDev = 0.230 μs
Min = 3.169 μs, Q1 = 3.329 μs, Median = 3.470 μs, Q3 = 3.653 μs, Max = 4.199 μs
IQR = 0.324 μs, LowerFence = 2.842 μs, UpperFence = 4.140 μs
ConfidenceInterval = [3.425 μs; 3.587 μs] (CI 99.9%), Margin = 0.081 μs (2.30% of Mean)
Skewness = 0.96, Kurtosis = 3.57, MValue = 3.11

// **************************
// Benchmark: BenchmarkClass.SampleMethodDictionary: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "5cf6154c-c74d-4bc0-a51a-2d814a6f2fb3.dll" --benchmarkName "TestSolution.BenchmarkClass.SampleMethodDictionary" --job "Default" --benchmarkId 1 in C:\Sources\Projects\TestSolution\bin\Release\netcoreapp3.1\5cf6154c-c74d-4bc0-a51a-2d814a6f2fb3\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 593100.00 ns, 593.1000 us/op
WorkloadJitting  1: 1 op, 6976900.00 ns, 6.9769 ms/op

OverheadJitting  2: 16 op, 823100.00 ns, 51.4438 us/op
WorkloadJitting  2: 16 op, 956600.00 ns, 59.7875 us/op

WorkloadPilot    1: 16 op, 52400.00 ns, 3.2750 us/op
WorkloadPilot    2: 32 op, 90000.00 ns, 2.8125 us/op
WorkloadPilot    3: 64 op, 316000.00 ns, 4.9375 us/op
WorkloadPilot    4: 128 op, 354900.00 ns, 2.7727 us/op
WorkloadPilot    5: 256 op, 684600.00 ns, 2.6742 us/op
WorkloadPilot    6: 512 op, 1360400.00 ns, 2.6570 us/op
WorkloadPilot    7: 1024 op, 2784900.00 ns, 2.7196 us/op
WorkloadPilot    8: 2048 op, 5224700.00 ns, 2.5511 us/op
WorkloadPilot    9: 4096 op, 9943100.00 ns, 2.4275 us/op
WorkloadPilot   10: 8192 op, 19412900.00 ns, 2.3697 us/op
WorkloadPilot   11: 16384 op, 38541900.00 ns, 2.3524 us/op
WorkloadPilot   12: 32768 op, 81069800.00 ns, 2.4741 us/op
WorkloadPilot   13: 65536 op, 154595500.00 ns, 2.3589 us/op
WorkloadPilot   14: 131072 op, 303394800.00 ns, 2.3147 us/op
WorkloadPilot   15: 262144 op, 611158200.00 ns, 2.3314 us/op

OverheadWarmup   1: 262144 op, 1128200.00 ns, 4.3037 ns/op
OverheadWarmup   2: 262144 op, 1284000.00 ns, 4.8981 ns/op
OverheadWarmup   3: 262144 op, 1425700.00 ns, 5.4386 ns/op
OverheadWarmup   4: 262144 op, 1516500.00 ns, 5.7850 ns/op
OverheadWarmup   5: 262144 op, 1550700.00 ns, 5.9155 ns/op
OverheadWarmup   6: 262144 op, 1593200.00 ns, 6.0776 ns/op
OverheadWarmup   7: 262144 op, 1570200.00 ns, 5.9898 ns/op
OverheadWarmup   8: 262144 op, 1251200.00 ns, 4.7729 ns/op
OverheadWarmup   9: 262144 op, 1241500.00 ns, 4.7359 ns/op
OverheadWarmup  10: 262144 op, 1407700.00 ns, 5.3699 ns/op

OverheadActual   1: 262144 op, 1113200.00 ns, 4.2465 ns/op
OverheadActual   2: 262144 op, 1139300.00 ns, 4.3461 ns/op
OverheadActual   3: 262144 op, 1140000.00 ns, 4.3488 ns/op
OverheadActual   4: 262144 op, 1136400.00 ns, 4.3350 ns/op
OverheadActual   5: 262144 op, 1113400.00 ns, 4.2473 ns/op
OverheadActual   6: 262144 op, 1113200.00 ns, 4.2465 ns/op
OverheadActual   7: 262144 op, 1135600.00 ns, 4.3320 ns/op
OverheadActual   8: 262144 op, 1137800.00 ns, 4.3404 ns/op
OverheadActual   9: 262144 op, 1112300.00 ns, 4.2431 ns/op
OverheadActual  10: 262144 op, 1220400.00 ns, 4.6555 ns/op
OverheadActual  11: 262144 op, 1175600.00 ns, 4.4846 ns/op
OverheadActual  12: 262144 op, 1112300.00 ns, 4.2431 ns/op
OverheadActual  13: 262144 op, 1213600.00 ns, 4.6295 ns/op
OverheadActual  14: 262144 op, 1113700.00 ns, 4.2484 ns/op
OverheadActual  15: 262144 op, 1112000.00 ns, 4.2419 ns/op

WorkloadWarmup   1: 262144 op, 602106800.00 ns, 2.2969 us/op
WorkloadWarmup   2: 262144 op, 606360700.00 ns, 2.3131 us/op
WorkloadWarmup   3: 262144 op, 632653700.00 ns, 2.4134 us/op
WorkloadWarmup   4: 262144 op, 686414700.00 ns, 2.6185 us/op
WorkloadWarmup   5: 262144 op, 750092800.00 ns, 2.8614 us/op
WorkloadWarmup   6: 262144 op, 594921300.00 ns, 2.2694 us/op
WorkloadWarmup   7: 262144 op, 635169600.00 ns, 2.4230 us/op
WorkloadWarmup   8: 262144 op, 594243100.00 ns, 2.2669 us/op

// BeforeActualRun
WorkloadActual   1: 262144 op, 600747200.00 ns, 2.2917 us/op
WorkloadActual   2: 262144 op, 604049300.00 ns, 2.3043 us/op
WorkloadActual   3: 262144 op, 569826400.00 ns, 2.1737 us/op
WorkloadActual   4: 262144 op, 596727400.00 ns, 2.2763 us/op
WorkloadActual   5: 262144 op, 601169600.00 ns, 2.2933 us/op
WorkloadActual   6: 262144 op, 602313900.00 ns, 2.2976 us/op
WorkloadActual   7: 262144 op, 573199900.00 ns, 2.1866 us/op
WorkloadActual   8: 262144 op, 575801600.00 ns, 2.1965 us/op
WorkloadActual   9: 262144 op, 585436900.00 ns, 2.2333 us/op
WorkloadActual  10: 262144 op, 575482600.00 ns, 2.1953 us/op
WorkloadActual  11: 262144 op, 595333200.00 ns, 2.2710 us/op
WorkloadActual  12: 262144 op, 618336400.00 ns, 2.3588 us/op
WorkloadActual  13: 262144 op, 594378100.00 ns, 2.2674 us/op
WorkloadActual  14: 262144 op, 651713600.00 ns, 2.4861 us/op
WorkloadActual  15: 262144 op, 791731900.00 ns, 3.0202 us/op
WorkloadActual  16: 262144 op, 711177300.00 ns, 2.7129 us/op
WorkloadActual  17: 262144 op, 885507300.00 ns, 3.3779 us/op
WorkloadActual  18: 262144 op, 1219023300.00 ns, 4.6502 us/op
WorkloadActual  19: 262144 op, 1054537700.00 ns, 4.0227 us/op
